,,,,,,,,,,,,,,,,,
Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Slack Integration,Salesforce Integration,Gmail Integration,Most common referrer,Sales Touches to Close,Used Admin Panel,Has Issued Support Request,,
/tool/storyboard,Yes,39,9,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,hotels.com,14,No,Yes,,
/tool/storyboard,Yes,1299,10,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/mail.google.com,11,Yes,No,,
/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/mail.google.com,10,No,Yes,,
/tool/storyboard,No,39,2,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,12,No,No,,
/home,No,39,2,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/quora,14,Yes,Yes,,
/tool/storyboard,No,1299,5,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,hotels.com,8,Yes,Yes,,
/dashboard,No,169,4,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/tripadvisor.com,14,No,No,,
/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/quora,9,Yes,Yes,,
/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,No,No,No,/facebook.com,7,No,Yes,,
/login,Yes,39,9,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/mail.google.com,8,No,Yes,,
/tool/storyboard,Yes,169,14,Twilio,Technology,$100M - $500M,West,No,No,No,No,hotels.com,10,Yes,Yes,,
/tool/storyboard,Yes,169,10,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/quora,14,Yes,Yes,,
/tool/storyboard,Yes,39,9,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,7,Yes,No,,
/tool/storyboard,Yes,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/facebook.com,13,Yes,No,,
/tool/storyboard,Yes,39,11,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/google.com,16,No,No,,
/tool/storyboard,No,1299,6,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/google.com,10,No,Yes,,
/tool/storyboard,Yes,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,zoom.com,14,Yes,Yes,,
/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,14,No,Yes,,
/tool/search,Yes,39,7,Twilio,Technology,$100M - $500M,West,No,No,No,No,zoom.com,14,No,No,,
/tool/storyboard,No,169,2,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/quora,16,No,No,,
/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/google.com,8,Yes,No,,
/tool/storyboard,Yes,39,14,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/quora,6,Yes,Yes,,
/tool/storyboard,Yes,169,13,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/quora,5,No,Yes,,
/tool/storyboard,Yes,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,/tripadvisor.com,4,No,Yes,,
/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/slack.com,14,No,Yes,,
/dashboard,No,39,0,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,/facebook.com,15,No,No,,
/tool/storyboard,No,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/tripadvisor.com,6,No,No,,
/tool/storyboard,No,39,2,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,hotels.com,12,Yes,Yes,,
/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,/tripadvisor.com,13,Yes,Yes,,
/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,10,No,Yes,,
/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,No,No,No,/quora,12,No,Yes,,
/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,9,No,No,,
/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/tripadvisor.com,11,Yes,Yes,,
/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,No,No,No,No,hotels.com,7,Yes,Yes,,
/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,/facebook.com,11,No,No,,
/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/tripadvisor.com,5,No,Yes,,
/login,Yes,1299,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,hotels.com,14,No,Yes,,
/tool/storyboard,Yes,169,12,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/tripadvisor.com,12,Yes,No,,
/tool/storyboard,Yes,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/slack.com,15,Yes,No,,
/home,Yes,39,7,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/tripadvisor.com,10,Yes,No,,
/home,Yes,169,12,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,hotels.com,5,Yes,No,,
/tool/storyboard,Yes,169,12,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/mail.google.com,13,No,No,,
/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/facebook.com,14,Yes,No,,
/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,hotels.com,8,Yes,No,,
/tool/storyboard,No,1299,4,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/mail.google.com,5,No,No,,
/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/facebook.com,4,Yes,No,,
/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/tripadvisor.com,8,No,Yes,,
/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/google.com,7,Yes,No,,
/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/mail.google.com,6,No,Yes,,
/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,No,No,No,/facebook.com,13,No,Yes,,
/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,10,No,No,,
/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/quora,14,Yes,No,,
/tool/storyboard,No,1299,3,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,hotels.com,12,No,No,,
/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,zoom.com,7,Yes,No,,
/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/mail.google.com,9,Yes,No,,
/tool/search,No,1299,0,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/facebook.com,11,Yes,No,,
/tool/storyboard,Yes,169,15,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/google.com,12,No,Yes,,
/dashboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/google.com,12,No,Yes,,
/tool/storyboard,Yes,39,15,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,zoom.com,12,No,No,,
/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,hotels.com,12,No,Yes,,
/tool/storyboard,Yes,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/mail.google.com,16,Yes,Yes,,
/dashboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,7,No,Yes,,
/tool/storyboard,Yes,39,7,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,No,/google.com,15,No,No,,
/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/google.com,12,No,Yes,,
/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/google.com,6,Yes,Yes,,
/tool/build_query,Yes,39,12,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,/facebook.com,4,No,Yes,,
/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,5,Yes,Yes,,
/tool/storyboard,No,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/quora,12,Yes,Yes,,
/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/tripadvisor.com,7,No,No,,
/dashboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/quora,11,Yes,Yes,,
/tool/storyboard,Yes,1299,13,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/quora,16,No,No,,
/tool/storyboard,No,169,2,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,zoom.com,8,Yes,No,,
/tool/build_query,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/google.com,7,Yes,No,,
/tool/storyboard,Yes,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/quora,12,No,No,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,9,No,Yes,,
/tool/storyboard,Yes,169,11,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/google.com,12,No,Yes,,
/login,No,1299,1,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/slack.com,15,No,Yes,,
/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,zoom.com,6,No,No,,
/tool/storyboard,No,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/quora,15,No,Yes,,
/tool/storyboard,Yes,169,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/mail.google.com,5,No,Yes,,
/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/quora,16,No,No,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,14,Yes,No,,
/home,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,zoom.com,9,Yes,Yes,,
/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/facebook.com,16,No,No,,
/tool/storyboard,Yes,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,/slack.com,7,Yes,Yes,,
/tool/storyboard,Yes,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/facebook.com,4,Yes,Yes,,
/login,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/mail.google.com,7,No,Yes,,
/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/mail.google.com,6,Yes,Yes,,
/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/mail.google.com,5,Yes,Yes,,
/tool/storyboard,No,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,zoom.com,6,No,Yes,,
/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/google.com,7,No,No,,
/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,5,No,No,,
/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/facebook.com,12,No,No,,
/dashboard,Yes,169,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,zoom.com,6,No,Yes,,
/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,hotels.com,8,Yes,Yes,,
/tool/search,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/mail.google.com,15,Yes,No,,
/tool/storyboard,Yes,1299,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/google.com,14,Yes,Yes,,
/tool/storyboard,Yes,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,7,Yes,Yes,,
/tool/search,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/google.com,4,No,Yes,,
/tool/storyboard,Yes,169,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,zoom.com,15,Yes,Yes,,
/tool/storyboard,Yes,39,16,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,hotels.com,4,Yes,Yes,,
/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/google.com,6,Yes,No,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,zoom.com,15,Yes,Yes,,
/dashboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/quora,13,No,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/facebook.com,5,Yes,Yes,,
/dashboard,Yes,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/tripadvisor.com,9,No,Yes,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/google.com,6,No,Yes,,
/tool/storyboard,Yes,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/slack.com,7,Yes,Yes,,
/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,/mail.google.com,9,Yes,Yes,,
/dashboard,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/mail.google.com,13,Yes,Yes,,
/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,zoom.com,6,No,Yes,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/slack.com,4,No,No,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/mail.google.com,16,No,Yes,,
/tool/storyboard,No,1299,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,14,No,No,,
/tool/search,Yes,39,12,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,hotels.com,4,No,No,,
/tool/storyboard,No,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,zoom.com,14,Yes,Yes,,
/tool/storyboard,Yes,39,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/tripadvisor.com,8,No,Yes,,
/tool/storyboard,No,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,6,No,No,,
/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/tripadvisor.com,7,Yes,Yes,,
/login,No,39,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/tripadvisor.com,5,Yes,Yes,,
/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,Yes,hotels.com,11,No,Yes,,
/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,11,No,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,/facebook.com,14,Yes,No,,
/login,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/tripadvisor.com,4,No,No,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/google.com,13,No,Yes,,
/login,No,39,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,13,Yes,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/slack.com,8,Yes,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,zoom.com,16,No,Yes,,
/tool/storyboard,Yes,1299,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/slack.com,11,No,No,,
/tool/storyboard,Yes,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/slack.com,15,Yes,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,12,Yes,No,,
/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/slack.com,5,Yes,No,,
/tool/search,Yes,169,11,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,9,Yes,Yes,,
/tool/storyboard,Yes,169,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,hotels.com,10,No,Yes,,
/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,hotels.com,6,Yes,Yes,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/tripadvisor.com,8,No,No,,
/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/facebook.com,10,Yes,No,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/facebook.com,8,Yes,Yes,,
/dashboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,hotels.com,7,Yes,No,,
/tool/search,Yes,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,zoom.com,5,No,No,,
/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,5,No,No,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,zoom.com,7,Yes,Yes,,
/tool/build_query,Yes,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/quora,9,No,No,,
/tool/storyboard,No,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,zoom.com,7,No,No,,
/tool/storyboard,No,1299,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,5,Yes,Yes,,
/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/google.com,7,No,Yes,,
/tool/storyboard,Yes,39,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,6,No,No,,
/tool/storyboard,Yes,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,4,Yes,Yes,,
/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,hotels.com,10,Yes,No,,
/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/mail.google.com,7,Yes,Yes,,
/tool/storyboard,No,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,zoom.com,6,Yes,Yes,,
/tool/storyboard,No,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,hotels.com,5,No,Yes,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,zoom.com,7,No,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/facebook.com,5,Yes,No,,
/home,Yes,39,12,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,zoom.com,8,No,No,,
/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/tripadvisor.com,4,Yes,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,hotels.com,4,Yes,Yes,,
/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,12,Yes,No,,
/tool/storyboard,No,39,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/tripadvisor.com,13,No,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,9,Yes,Yes,,
/tool/build_query,No,169,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,hotels.com,16,No,Yes,,
/tool/storyboard,No,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/slack.com,5,Yes,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/facebook.com,6,No,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/google.com,15,Yes,Yes,,
/home,No,169,0,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/google.com,11,No,No,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,11,Yes,Yes,,
/login,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/mail.google.com,11,No,No,,
/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,zoom.com,9,No,Yes,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/tripadvisor.com,7,No,Yes,,
/tool/build_query,Yes,169,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/facebook.com,14,No,No,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/mail.google.com,12,No,No,,
/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/facebook.com,16,No,No,,
/tool/storyboard,No,1299,2,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/mail.google.com,16,Yes,No,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/quora,10,No,Yes,,
/tool/storyboard,No,1299,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/slack.com,15,Yes,No,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/slack.com,9,Yes,No,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,7,Yes,No,,
/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/mail.google.com,10,Yes,Yes,,
/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,/tripadvisor.com,5,No,No,,
/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,hotels.com,8,No,No,,
/tool/storyboard,Yes,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/mail.google.com,14,Yes,Yes,,
/tool/storyboard,No,1299,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,zoom.com,8,No,Yes,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/tripadvisor.com,6,No,No,,
/tool/storyboard,No,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,hotels.com,15,No,Yes,,
/home,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/quora,10,Yes,No,,
/tool/storyboard,Yes,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/quora,7,Yes,No,,
/dashboard,No,39,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,hotels.com,9,Yes,No,,
/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/slack.com,11,No,Yes,,
/tool/storyboard,No,1299,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/tripadvisor.com,12,No,Yes,,
/tool/storyboard,No,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/quora,14,Yes,Yes,,
/home,Yes,169,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/slack.com,16,No,Yes,,
/tool/storyboard,No,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,hotels.com,10,No,Yes,,
/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/facebook.com,13,No,No,,
/tool/storyboard,No,39,4,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,hotels.com,7,No,Yes,,
/tool/storyboard,Yes,169,13,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,/mail.google.com,8,No,Yes,,
/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/mail.google.com,13,No,Yes,,
/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,Yes,zoom.com,7,Yes,Yes,,
/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/facebook.com,6,No,Yes,,
/tool/storyboard,Yes,169,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/slack.com,13,No,Yes,,
/tool/storyboard,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/mail.google.com,13,Yes,Yes,,
/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,hotels.com,4,No,Yes,,
/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/facebook.com,8,Yes,Yes,,
/tool/storyboard,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/slack.com,10,No,No,,
/tool/storyboard,No,39,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,hotels.com,5,No,No,,
/tool/storyboard,Yes,39,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/slack.com,9,No,No,,
/tool/storyboard,No,39,4,Uniform Law Commission,Legal Services,<$100M,Midwest,Yes,No,Yes,Yes,/google.com,14,No,No,,
/tool/storyboard,No,39,3,Uniform Law Commission,Legal Services,<$100M,Midwest,No,No,No,Yes,zoom.com,12,No,No,,
/tool/search,Yes,39,11,Uniform Law Commission,Legal Services,<$100M,Midwest,Yes,Yes,Yes,Yes,/google.com,9,Yes,No,,
/tool/storyboard,No,39,5,Uniform Law Commission,Legal Services,<$100M,Midwest,No,No,Yes,No,/facebook.com,5,Yes,No,,
/tool/storyboard,No,39,3,Uniform Law Commission,Legal Services,<$100M,Midwest,No,No,No,Yes,/facebook.com,11,Yes,Yes,,
